vector_row,movieId,title
1898,2522,Airport '77
1899,2523,Rollercoaster
1900,2524,"Towering Inferno, The"
1901,2525,Alligator
1902,2526,Meteor
1903,2527,Westworld
1904,2528,Logan's Run
1905,2529,Planet of the Apes
1906,2530,Beneath the Planet of the Apes
1907,2531,Battle for the Planet of the Apes
1908,2532,Conquest of the Planet of the Apes
1909,2533,Escape from the Planet of the Apes
1910,2534,Avalanche
1911,2535,Earthquake
1912,2537,Beyond the Poseidon Adventure
1913,2538,Dancemaker
1914,2539,Analyze This
1915,2540,"Corruptor, The"
1916,2541,Cruel Intentions
1917,2542,"Lock, Stock & Two Smoking Barrels"
1918,2544,"School of Flesh, The (École de la chair, L')"
1919,2546,"Deep End of the Ocean, The"
1920,2548,"Rage: Carrie 2, The"
1921,2549,Wing Commander
1922,2550,"Haunting, The"
1923,2551,Dead Ringers
1924,2552,My Boyfriend's Back
1925,2553,Village of the Damned
1926,2554,Children of the Damned
1927,2555,Baby Geniuses
1928,2557,I Stand Alone (Seul contre tous)
1929,2558,Forces of Nature
1930,2559,"King and I, The"
1931,2560,Ravenous
1932,2561,True Crime
1933,2563,Dangerous Beauty
1934,2565,"King and I, The"
1935,2566,Doug's 1st Movie
1936,2567,EDtv
1937,2568,"Mod Squad, The"
1938,2570,"Walk on the Moon, A"
1939,2571,"Matrix, The"
1940,2572,10 Things I Hate About You
1941,2573,Tango
1942,2574,"Out-of-Towners, The"
1943,2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)"
1944,2577,Metroland
1945,2579,Following
1946,2580,Go
1947,2581,Never Been Kissed
1948,2582,Twin Dragons (Shuang long hui)
1949,2583,Cookie's Fortune
1950,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)"
1951,2586,Goodbye Lover
1952,2587,Life
1953,2589,Friends & Lovers
1954,2590,Hideous Kinky
1955,2593,"Monster, The (Mostro, Il)"
1956,2594,Open Your Eyes (Abre los ojos)
1957,2596,SLC Punk!
1958,2597,Lost & Found
1959,2598,Pushing Tin
1960,2599,Election
1961,2600,eXistenZ
1962,2605,Entrapment
1963,2606,Idle Hands
1964,2607,Get Real
1965,2609,"King of Masks, The (Bian Lian)"
1966,2611,"Winslow Boy, The"
1967,2612,Mildred Pierce
1968,2613,Night of the Comet
1969,2614,Chopping Mall (a.k.a. Killbots)
1970,2615,My Science Project
1971,2616,Dick Tracy
1972,2617,"Mummy, The"
1973,2618,"Castle, The"
1974,2620,This Is My Father
1975,2622,William Shakespeare's A Midsummer Night's Dream
1976,2623,Trippin'
1977,2624,After Life (Wandafuru raifu)
1978,2625,Black Mask (Hak hap)
1979,2628,Star Wars: Episode I - The Phantom Menace
1980,2629,"Love Letter, The"
1981,2630,Besieged (a.k.a. L' Assedio)
1982,2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)"
1983,2633,"Mummy, The"
1984,2634,"Mummy, The"
1985,2639,Mommie Dearest
1986,2640,Superman
1987,2641,Superman II
1988,2642,Superman III
1989,2643,Superman IV: The Quest for Peace
1990,2644,Dracula
1991,2648,Frankenstein
1992,2651,Frankenstein Meets the Wolf Man
1993,2652,"Curse of Frankenstein, The"
1994,2654,"Wolf Man, The"
1995,2655,Howling II: Your Sister Is a Werewolf
1996,2656,Tarantula
1997,2657,"Rocky Horror Picture Show, The"
1998,2659,It Came from Hollywood
1999,2660,"Thing from Another World, The"
2000,2661,It Came from Outer Space
2001,2662,"War of the Worlds, The"
2002,2664,Invasion of the Body Snatchers
2003,2665,Earth vs. the Flying Saucers
2004,2668,Swamp Thing
2005,2669,Pork Chop Hill
2006,2670,Run Silent Run Deep
2007,2671,Notting Hill
2008,2672,"Thirteenth Floor, The"
2009,2674,"Loss of Sexual Innocence, The"
2010,2676,Instinct
2011,2677,Buena Vista Social Club
2012,2681,Free Enterprise
2013,2682,Limbo
2014,2683,Austin Powers: The Spy Who Shagged Me
2015,2686,"Red Violin, The (Violon rouge, Le)"
2016,2687,Tarzan
2017,2688,"General's Daughter, The"
2018,2690,"Ideal Husband, An"
2019,2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)"
2020,2692,Run Lola Run (Lola rennt)
2021,2693,Trekkies
2022,2694,Big Daddy
2023,2695,"Boys, The"
2024,2696,"Dinner Game, The (Dîner de cons, Le)"
2025,2697,My Son the Fanatic
2026,2698,Zone 39
2027,2699,Arachnophobia
2028,2700,"South Park: Bigger, Longer and Uncut"
2029,2701,Wild Wild West
2030,2702,Summer of Sam
2031,2706,American Pie
2032,2707,Arlington Road
2033,2708,"Autumn Tale, An (Conte d'automne)"
2034,2709,Muppets From Space
2035,2710,"Blair Witch Project, The"
2036,2712,Eyes Wide Shut
2037,2713,Lake Placid
2038,2716,Ghostbusters (a.k.a. Ghost Busters)
2039,2717,Ghostbusters II
2040,2718,Drop Dead Gorgeous
2041,2719,"Haunting, The"
2042,2720,Inspector Gadget
2043,2722,Deep Blue Sea
2044,2723,Mystery Men
2045,2724,Runaway Bride
2046,2725,Twin Falls Idaho
2047,2726,"Killing, The"
2048,2727,Killer's Kiss
2049,2728,Spartacus
2050,2729,Lolita
2051,2730,Barry Lyndon
2052,2731,"400 Blows, The (Les quatre cents coups)"
2053,2732,Jules and Jim (Jules et Jim)
2054,2733,Vibes
2055,2734,"Mosquito Coast, The"
2056,2735,"Golden Child, The"
2057,2736,Brighton Beach Memoirs
2058,2737,Assassination
2059,2738,Crimes of the Heart
2060,2739,"Color Purple, The"
2061,2740,"Kindred, The"
2062,2741,No Mercy
2063,2742,Ménage (Tenue de soirée)
2064,2743,Native Son
2065,2744,Otello
2066,2745,"Mission, The"
2067,2746,Little Shop of Horrors
2068,2747,"Little Shop of Horrors, The"
2069,2748,Allan Quatermain and the Lost City of Gold
2070,2749,"Morning After, The"
2071,2750,Radio Days
2072,2751,From the Hip
2073,2752,Outrageous Fortune
2074,2754,Deadtime Stories
2075,2757,Frances
2076,2759,Dick
2077,2761,"Iron Giant, The"
2078,2762,"Sixth Sense, The"
2079,2763,"Thomas Crown Affair, The"
2080,2764,"Thomas Crown Affair, The"
2081,2765,"Acid House, The"
2082,2766,"Adventures of Sebastian Cole, The"
2083,2769,"Yards, The"
2084,2770,Bowfinger
2085,2771,Brokedown Palace
2086,2772,Detroit Rock City
2087,2774,Better Than Chocolate
2088,2775,Head On
2089,2779,Heaven Can Wait
2090,2782,Pit and the Pendulum
2091,2784,"Masque of the Red Death, The"
2092,2786,Haunted Honeymoon
2093,2787,Cat's Eye
2094,2788,Monty Python's And Now for Something Completely Different
2095,2789,Damien: Omen II
2096,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)"
2097,2791,Airplane!
2098,2792,Airplane II: The Sequel
2099,2793,"American Werewolf in Paris, An"
2100,2794,European Vacation (aka National Lampoon's European Vacation)
2101,2795,National Lampoon's Vacation
2102,2796,Funny Farm
2103,2797,Big
2104,2798,Problem Child
2105,2799,Problem Child 2
2106,2800,Little Nemo: Adventures in Slumberland
2107,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda)
2108,2802,Tequila Sunrise
2109,2803,"Pelican Brief, The"
2110,2804,"Christmas Story, A"
2111,2805,Mickey Blue Eyes
2112,2806,Teaching Mrs. Tingle
2113,2807,Universal Soldier: The Return
2114,2808,Universal Soldier
2115,2810,Perfect Blue
2116,2812,In Too Deep
2117,2813,"Source, The"
2118,2815,Iron Eagle
2119,2816,Iron Eagle II
2120,2817,Aces: Iron Eagle III
2121,2818,Iron Eagle IV
2122,2819,Three Days of the Condor (3 Days of the Condor)
2123,2820,Hamlet
2124,2822,Medicine Man
2125,2824,On the Ropes
2126,2826,"13th Warrior, The"
2127,2827,"Astronaut's Wife, The"
2128,2828,Dudley Do-Right
2129,2829,"Muse, The"
2130,2835,Chill Factor
2131,2836,Outside Providence
2132,2837,Bedrooms & Hallways
2133,2839,West Beirut (West Beyrouth)
2134,2840,Stigmata
2135,2841,Stir of Echoes
2136,2843,"Black Cat, White Cat (Crna macka, beli macor)"
2137,2844,"Minus Man, The"
2138,2846,"Adventures of Milo and Otis, The (Koneko monogatari)"
2139,2847,Only Angels Have Wings
2140,2848,"Othello (Tragedy of Othello: The Moor of Venice, The)"
2141,2851,Saturn 3
2142,2852,"Soldier's Story, A"
2143,2856,I Saw What You Did
2144,2857,Yellow Submarine
2145,2858,American Beauty
2146,2859,Stop Making Sense
2147,2860,Blue Streak
2148,2861,For Love of the Game
2149,2862,Caligula
2150,2863,"Hard Day's Night, A"
2151,2865,Sugar Town
2152,2866,"Buddy Holly Story, The"
2153,2867,Fright Night
2154,2868,Fright Night Part II
2155,2870,Barefoot in the Park
2156,2871,Deliverance
2157,2872,Excalibur
2158,2874,"Pajama Game, The"
2159,2875,Sommersby
2160,2876,Thumbelina
2161,2877,Tommy
2162,2878,Hell Night
2163,2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak)
2164,2880,Armour of God (Long xiong hu di)
2165,2881,Double Jeopardy
2166,2882,Jakob the Liar
2167,2883,Mumford
2168,2884,Dog Park
2169,2885,Guinevere
2170,2886,"Adventures of Elmo in Grouchland, The"
2171,2887,Simon Sez
2172,2888,Drive Me Crazy
2173,2889,"Mystery, Alaska"
2174,2890,Three Kings
2175,2891,"Happy, Texas"
2176,2892,New Rose Hotel
2177,2893,Plunkett & MaCleane
2178,2894,Romance
2179,2896,Alvarez Kelly
2180,2897,And the Ship Sails On (E la nave va)
2181,2898,"Dark Half, The"
2182,2899,Gulliver's Travels
2183,2900,Monkey Shines
2184,2901,Phantasm
2185,2902,Psycho II
2186,2903,Psycho III
2187,2905,Sanjuro (Tsubaki Sanjûrô)
2188,2906,Random Hearts
2189,2907,Superstar
2190,2908,Boys Don't Cry
2191,2912,"Limey, The"
2192,2915,Risky Business
2193,2916,Total Recall
2194,2917,Body Heat
2195,2918,Ferris Bueller's Day Off
2196,2919,"Year of Living Dangerously, The"
2197,2921,High Plains Drifter
2198,2922,Hang 'Em High
2199,2924,Drunken Master (Jui kuen)
2200,2925,"Conformist, The (Conformista, Il)"
2201,2926,Hairspray
2202,2927,Brief Encounter
2203,2928,"Razor's Edge, The"
2204,2929,Reds
2205,2930,Return with Honor
2206,2931,Time of the Gypsies (Dom za vesanje)
2207,2932,Days of Heaven
2208,2935,"Lady Eve, The"
2209,2936,Sullivan's Travels
2210,2937,"Palm Beach Story, The"
2211,2939,Niagara
2212,2940,Gilda
2213,2941,South Pacific
2214,2942,Flashdance
2215,2943,Indochine
2216,2944,"Dirty Dozen, The"
2217,2946,Help!
2218,2947,Goldfinger
2219,2948,From Russia with Love
2220,2949,Dr. No
2221,2950,"Blue Lagoon, The"
2222,2951,"Fistful of Dollars, A (Per un pugno di dollari)"
2223,2952,Sydney (Hard Eight)
2224,2953,Home Alone 2: Lost in New York
2225,2956,Someone to Watch Over Me
2226,2959,Fight Club
2227,2961,"Story of Us, The"
2228,2962,Fever Pitch
2229,2964,Julien Donkey-Boy
2230,2965,"Omega Code, The"
2231,2966,"Straight Story, The"
2232,2967,"Bad Seed, The"
2233,2968,Time Bandits
2234,2969,"Man and a Woman, A (Un homme et une femme)"
2235,2970,Fitzcarraldo
2236,2971,All That Jazz
2237,2972,Red Sorghum (Hong gao liang)
2238,2973,Crimes and Misdemeanors
2239,2974,Bats
2240,2975,"Best Man, The"
2241,2976,Bringing Out the Dead
2242,2977,Crazy in Alabama
2243,2978,Three to Tango
2244,2979,Body Shots
2245,2982,"Guardian, The"
2246,2983,"Ipcress File, The"
2247,2984,On Any Sunday
2248,2985,RoboCop
2249,2986,RoboCop 2
2250,2987,Who Framed Roger Rabbit?
2251,2988,Melvin and Howard
2252,2989,For Your Eyes Only
2253,2990,Licence to Kill
2254,2991,Live and Let Die
2255,2992,Rawhead Rex
2256,2993,Thunderball
2257,2995,House on Haunted Hill
2258,2996,Music of the Heart
2259,2997,Being John Malkovich
2260,3000,Princess Mononoke (Mononoke-hime)
2261,3002,My Best Fiend (Mein liebster Feind)
2262,3003,Train of Life (Train de vie)
2263,3004,"Bachelor, The"
2264,3005,"Bone Collector, The"
2265,3006,"Insider, The"
2266,3007,American Movie
2267,3008,Last Night
2268,3010,Rosetta
2269,3011,"They Shoot Horses, Don't They?"
2270,3013,Bride of Re-Animator
2271,3014,Bustin' Loose
2272,3015,Coma
2273,3016,Creepshow
2274,3017,Creepshow 2
2275,3018,Re-Animator
2276,3019,Drugstore Cowboy
2277,3020,Falling Down
2278,3021,"Funhouse, The"
2279,3022,"General, The"
2280,3024,Piranha
2281,3028,"Taming of the Shrew, The"
2282,3029,Nighthawks
2283,3030,Yojimbo
2284,3031,Repossessed
2285,3032,"Omega Man, The"
2286,3033,Spaceballs
2287,3034,Robin Hood
2288,3035,Mister Roberts
2289,3036,"Quest for Fire (Guerre du feu, La)"
2290,3037,Little Big Man
2291,3038,"Face in the Crowd, A"
2292,3039,Trading Places
2293,3040,Meatballs
2294,3041,Meatballs Part II
2295,3042,Meatballs III
2296,3043,Meatballs 4
2297,3044,Dead Again
2298,3045,Peter's Friends
2299,3046,"Incredibly True Adventure of Two Girls in Love, The"
2300,3048,Under the Rainbow
2301,3051,Anywhere But Here
2302,3052,Dogma
2303,3053,"Messenger: The Story of Joan of Arc, The"
2304,3054,Pokémon: The First Movie
2305,3055,Felicia's Journey
2306,3056,Oxygen
2307,3057,Where's Marlowe?
2308,3060,"Commitments, The"
2309,3061,Holiday Inn
2310,3062,"Longest Day, The"
2311,3063,Poison Ivy
2312,3064,Poison Ivy: New Seduction
2313,3066,Tora! Tora! Tora!
2314,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios)
2315,3068,"Verdict, The"
2316,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The"
2317,3071,Stand and Deliver
2318,3072,Moonstruck
2319,3073,"Sandpiper, The"
2320,3074,Jeremiah Johnson
2321,3075,Repulsion
2322,3076,Irma la Douce
2323,3077,42 Up
2324,3078,Liberty Heights
2325,3079,Mansfield Park
2326,3081,Sleepy Hollow
2327,3082,"World Is Not Enough, The"
2328,3083,All About My Mother (Todo sobre mi madre)
2329,3086,Babes in Toyland
2330,3087,Scrooged
2331,3088,Harvey
2332,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette)
2333,3090,Matewan
2334,3091,Kagemusha
2335,3093,McCabe & Mrs. Miller
2336,3094,Maurice
2337,3095,"Grapes of Wrath, The"
2338,3096,My Man Godfrey
2339,3097,"Shop Around the Corner, The"
2340,3098,"Natural, The"
2341,3099,Shampoo
2342,3100,"River Runs Through It, A"
2343,3101,Fatal Attraction
2344,3102,Jagged Edge
2345,3103,Stanley & Iris
2346,3104,Midnight Run
2347,3105,Awakenings
2348,3106,Come See the Paradise
2349,3107,Backdraft
2350,3108,"Fisher King, The"
2351,3109,"River, The"
2352,3111,Places in the Heart
2353,3112,'night Mother
2354,3113,End of Days
2355,3114,Toy Story 2
2356,3115,Flawless
2357,3117,Ride with the Devil
2358,3120,"Distinguished Gentleman, The"
2359,3125,"End of the Affair, The"
2360,3127,Holy Smoke
2361,3129,Sweet and Lowdown
2362,3130,Bonfire of the Vanities
2363,3132,Daddy Long Legs
2364,3134,Grand Illusion (La grande illusion)
2365,3135,"Great Santini, The"
2366,3138,Stealing Home
2367,3141,"Two Jakes, The"
2368,3142,U2: Rattle and Hum
2369,3143,Hell in the Pacific
2370,3145,Cradle Will Rock
2371,3146,Deuce Bigalow: Male Gigolo
2372,3147,"Green Mile, The"
2373,3148,"Cider House Rules, The"
2374,3150,"War Zone, The"
2375,3152,"Last Picture Show, The"
2376,3153,"7th Voyage of Sinbad, The"
2377,3155,Anna and the King
2378,3156,Bicentennial Man
2379,3157,Stuart Little
2380,3158,"Emperor and the Assassin, The (Jing ke ci qin wang)"
2381,3159,Fantasia 2000
2382,3160,Magnolia
2383,3161,Onegin
2384,3162,Simpatico
2385,3163,Topsy-Turvy
2386,3165,Boiling Point
2387,3167,Carnal Knowledge
2388,3168,Easy Rider
2389,3169,The Falcon and the Snowman
2390,3171,Room at the Top
2391,3173,Any Given Sunday
2392,3174,Man on the Moon
2393,3175,Galaxy Quest
2394,3176,"Talented Mr. Ripley, The"
2395,3177,Next Friday
2396,3178,"Hurricane, The"
2397,3179,Angela's Ashes
2398,3181,Titus
2399,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
2400,3183,"Third Miracle, The"
2401,3185,Snow Falling on Cedars
2402,3186,"Girl, Interrupted"
2403,3189,My Dog Skip
2404,3190,Supernova
2405,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)"
2406,3194,"Way We Were, The"
2407,3196,Stalag 17
2408,3197,"Presidio, The"
2409,3198,Papillon
2410,3200,"Last Detail, The"
2411,3201,Five Easy Pieces
2412,3203,Dead Calm
2413,3204,"Boys from Brazil, The"
2414,3206,Against All Odds
2415,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1)
2416,3210,Fast Times at Ridgemont High
2417,3211,"Cry in the Dark, A"
2418,3213,Batman: Mask of the Phantasm
2419,3214,American Flyers
2420,3217,"Star Is Born, A"
2421,3219,Pacific Heights
2422,3221,"Draughtsman's Contract, The"
2423,3223,"Zed & Two Noughts, A"
2424,3224,Woman in the Dunes (Suna no onna)
2425,3225,Down to You
2426,3230,"Odessa File, The"
2427,3235,Where the Buffalo Roam
2428,3238,Eye of the Beholder
2429,3240,"Big Tease, The"
2430,3241,"Cup, The (Phörpa)"
2431,3243,Encino Man
2432,3244,"Goodbye Girl, The"
2433,3246,Malcolm X
2434,3247,Sister Act
2435,3248,Sister Act 2: Back in the Habit
2436,3249,"Hand That Rocks the Cradle, The"
2437,3250,Alive
2438,3251,Agnes of God
2439,3252,Scent of a Woman
2440,3253,Wayne's World
2441,3254,Wayne's World 2
2442,3255,"League of Their Own, A"
2443,3256,Patriot Games
2444,3257,"Bodyguard, The"
2445,3258,Death Becomes Her
2446,3259,Far and Away
2447,3260,Howards End
2448,3261,Singles
2449,3262,Twin Peaks: Fire Walk with Me
2450,3263,White Men Can't Jump
2451,3264,Buffy the Vampire Slayer
2452,3265,Hard-Boiled (Lat sau san taam)
2453,3266,Man Bites Dog (C'est arrivé près de chez vous)
2454,3267,"Mariachi, El"
2455,3268,Stop! Or My Mom Will Shoot
2456,3269,Forever Young
2457,3270,"Cutting Edge, The"
2458,3271,Of Mice and Men
2459,3272,Bad Lieutenant
2460,3273,Scream 3
2461,3274,Single White Female
2462,3275,"Boondock Saints, The"
2463,3276,Gun Shy
2464,3280,"Baby, The"
2465,3281,"Brandon Teena Story, The"
2466,3283,Minnie and Moskowitz
2467,3284,They Might Be Giants
2468,3285,"Beach, The"
2469,3286,Snow Day
2470,3287,"Tigger Movie, The"
2471,3289,Not One Less (Yi ge dou bu neng shao)
2472,3294,Eaten Alive
2473,3295,Raining Stones
2474,3296,To Sir with Love
2475,3298,Boiler Room
2476,3299,Hanging Up
2477,3300,Pitch Black
2478,3301,"Whole Nine Yards, The"
2479,3302,Beautiful People
2480,3303,Black Tar Heroin: The Dark End of the Street
2481,3306,"Circus, The"
2482,3307,City Lights
2483,3308,"Flamingo Kid, The"
2484,3310,"Kid, The"
2485,3313,Class Reunion
2486,3315,Happy Go Lovely
2487,3316,Reindeer Games
2488,3317,Wonder Boys
2489,3323,Chain of Fools
2490,3324,Drowning Mona
2491,3325,"Next Best Thing, The"
2492,3326,What Planet Are You From?
2493,3327,Beyond the Mat
2494,3328,Ghost Dog: The Way of the Samurai
2495,3329,The Year My Voice Broke
2496,3330,Splendor in the Grass
2497,3331,My Tutor
2498,3334,Key Largo
2499,3338,For All Mankind
2500,3341,Born Yesterday
2501,3342,Birdy
2502,3344,Blood Feast
2503,3345,"Charlie, the Lonesome Cougar"
2504,3347,Never Cry Wolf
2505,3350,"Raisin in the Sun, A"
2506,3353,"Closer You Get, The"
2507,3354,Mission to Mars
2508,3355,"Ninth Gate, The"
2509,3357,East-West (Est-ouest)
2510,3358,Defending Your Life
2511,3359,Breaking Away
2512,3360,Hoosiers (a.k.a. Best Shot)
2513,3361,Bull Durham
2514,3362,Dog Day Afternoon
2515,3363,American Graffiti
2516,3364,"Asphalt Jungle, The"
2517,3365,"Searchers, The"
2518,3368,"Big Country, The"
2519,3370,Betrayed
2520,3372,"Bridge at Remagen, The"
2521,3374,Daughters of the Dust
2522,3378,"Ogre, The (Unhold, Der)"
2523,3379,On the Beach
2524,3384,"Taking of Pelham One Two Three, The"
2525,3385,Volunteers
2526,3386,JFK
2527,3387,Who's Harry Crumb?
2528,3388,Harry and the Hendersons
2529,3389,Let's Get Harry
2530,3390,Shanghai Surprise
2531,3391,Who's That Girl?
2532,3392,She-Devil
2533,3393,Date with an Angel
2534,3394,Blind Date
2535,3395,Nadine
2536,3396,"Muppet Movie, The"
2537,3397,"Great Muppet Caper, The"
2538,3398,"Muppets Take Manhattan, The"
2539,3400,We're Back! A Dinosaur's Story
2540,3401,Baby... Secret of the Lost Legend
2541,3402,Turtle Diary
2542,3403,Raise the Titanic
2543,3404,Titanic
2544,3405,"Night to Remember, A"
2545,3406,Captain Horatio Hornblower R.N.
2546,3408,Erin Brockovich
2547,3409,Final Destination
2548,3410,Soft Fruit
2549,3412,"Bear, The (Ours, L')"
2550,3414,Love Is a Many-Splendored Thing
2551,3415,"Mirror, The (Zerkalo)"
2552,3417,"Crimson Pirate, The"
2553,3418,Thelma & Louise
2554,3420,...And Justice for All
2555,3421,Animal House
2556,3422,She's Gotta Have It
2557,3423,School Daze
2558,3424,Do the Right Thing
2559,3425,Mo' Better Blues
2560,3426,Jungle Fever
2561,3428,"Champ, The"
2562,3429,Creature Comforts
2563,3430,Death Wish
2564,3431,Death Wish 2
2565,3432,Death Wish 3
2566,3433,Death Wish 4: The Crackdown
2567,3434,Death Wish 5: The Face of Death
2568,3435,Double Indemnity
2569,3436,Dying Young
2570,3438,Teenage Mutant Ninja Turtles
2571,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
2572,3440,Teenage Mutant Ninja Turtles III
2573,3441,Red Dawn
2574,3442,Band of the Hand
2575,3444,Bloodsport
2576,3445,Eyes of Laura Mars
2577,3446,Funny Bones
2578,3447,"Good Earth, The"
2579,3448,"Good Morning, Vietnam"
2580,3449,"Good Mother, The"
2581,3450,Grumpy Old Men
2582,3451,Guess Who's Coming to Dinner
2583,3452,Romeo Must Die
2584,3453,Here on Earth
2585,3454,Whatever It Takes
2586,3455,Buddy Boy
2587,3456,"Color of Paradise, The (Rang-e khoda)"
2588,3459,Gothic
2589,3461,Lord of the Flies
2590,3462,Modern Times
2591,3466,Heart and Souls
2592,3467,Hud
2593,3468,"Hustler, The"
2594,3469,Inherit the Wind
2595,3470,Dersu Uzala
2596,3471,Close Encounters of the Third Kind
2597,3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000)
2598,3474,Retroactive
2599,3475,"Place in the Sun, A"
2600,3476,Jacob's Ladder
2601,3477,Empire Records
2602,3478,"Bamba, La"
2603,3479,Ladyhawke
2604,3480,Lucas
2605,3481,High Fidelity
2606,3483,"Road to El Dorado, The"
2607,3484,"Skulls, The"
2608,3489,Hook
2609,3492,"Son of the Sheik, The"
2610,3494,True Grit
2611,3496,Madame Sousatzka
2612,3497,Max Dugan Returns
2613,3498,Midnight Express
2614,3499,Misery
2615,3500,Mr. Saturday Night
2616,3501,Murphy's Romance
2617,3502,My Life
2618,3503,Solaris (Solyaris)
2619,3504,Network
2620,3505,No Way Out
2621,3506,North Dallas Forty
2622,3507,"Odd Couple, The"
2623,3508,"Outlaw Josey Wales, The"
2624,3510,Frequency
2625,3511,Ready to Rumble
2626,3512,Return to Me
2627,3513,Rules of Engagement
2628,3514,Joe Gould's Secret
2629,3515,Me Myself I
2630,3516,"Bell, Book and Candle"
2631,3519,Force 10 from Navarone
2632,3521,Mystery Train
2633,3524,Arthur
2634,3525,Bachelor Party
2635,3526,Parenthood
2636,3527,Predator
2637,3528,"Prince of Tides, The"
2638,3529,"Postman Always Rings Twice, The"
2639,3531,All the Vermeers in New York
2640,3534,28 Days
2641,3535,American Psycho
2642,3536,Keeping the Faith
2643,3537,Where the Money Is
2644,3538,East is East
2645,3539,"Filth and the Fury, The"
2646,3543,Diner
2647,3544,Shakes the Clown
2648,3545,Cabaret
2649,3546,What Ever Happened to Baby Jane?
2650,3548,Auntie Mame
2651,3549,Guys and Dolls
2652,3550,The Hunger
2653,3551,Marathon Man
2654,3552,Caddyshack
2655,3553,Gossip
2656,3554,Love and Basketball
2657,3555,U-571
2658,3556,"Virgin Suicides, The"
2659,3557,Jennifer 8
2660,3559,Limelight
2661,3563,"Crow: Salvation, The"
2662,3564,"Flintstones in Viva Rock Vegas, The"
2663,3565,Where the Heart Is
2664,3566,"Big Kahuna, The"
2665,3567,Bossa Nova
2666,3568,Smiling Fish and Goat on Fire
2667,3569,"Idiots, The (Idioterne)"
2668,3571,Time Code
2669,3572,Carnosaur
2670,3573,Carnosaur 2
2671,3574,Carnosaur 3: Primal Species
2672,3576,"Hidden, The"
2673,3577,Two Moon Junction
2674,3578,Gladiator
2675,3580,Up at the Villa
2676,3581,Human Traffic
2677,3584,Breathless
2678,3586,The Idolmaker
2679,3587,Inferno
2680,3590,"Lords of Flatbush, The"
2681,3591,Mr. Mom
2682,3592,"Time Masters (Maîtres du temps, Les)"
2683,3593,Battlefield Earth
2684,3594,Center Stage
2685,3596,Screwed
2686,3597,Whipped
2687,3598,Hamlet
2688,3599,Anchors Aweigh
2689,3604,Gypsy
2690,3606,On the Town
2691,3608,Pee-wee's Big Adventure
2692,3609,Regret to Inform
2693,3614,Honeymoon in Vegas
2694,3615,Dinosaur
2695,3616,Loser
2696,3617,Road Trip
2697,3618,Small Time Crooks
2698,3619,"Hollywood Knights, The"
2699,3622,"Twelve Chairs, The"
2700,3623,Mission: Impossible II
2701,3624,Shanghai Noon
2702,3625,Better Living Through Circuitry
2703,3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women)
2704,3627,Carnival of Souls
2705,3628,Flying Tigers
2706,3629,"Gold Rush, The"
2707,3632,Monsieur Verdoux
2708,3633,On Her Majesty's Secret Service
2709,3634,Seven Days in May
2710,3635,"Spy Who Loved Me, The"
2711,3637,Vagabond (Sans toit ni loi)
2712,3638,Moonraker
2713,3639,"Man with the Golden Gun, The"
2714,3640,"King in New York, A"
2715,3641,"Woman of Paris, A"
2716,3643,"Fighting Seabees, The"
2717,3646,Big Momma's House
2718,3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)"
2719,3649,American Gigolo
2720,3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)"
2721,3653,"Endless Summer, The"
2722,3654,"Guns of Navarone, The"
2723,3655,Blow-Out (La grande bouffe)
2724,3658,Quatermass and the Pit
2725,3660,Puppet Master
2726,3661,Puppet Master II
2727,3662,Puppet Master III: Toulon's Revenge
2728,3663,Puppet Master 4
2729,3664,Puppet Master 5: The Final Chapter
2730,3667,Rent-A-Cop
2731,3668,Romeo and Juliet
2732,3669,Stay Tuned
2733,3671,Blazing Saddles
2734,3672,Benji
2735,3673,Benji the Hunted
2736,3674,For the Love of Benji
2737,3675,White Christmas
2738,3676,Eraserhead
2739,3677,Baraka
2740,3678,"Man with the Golden Arm, The"
2741,3679,"Decline of Western Civilization, The"
2742,3680,"Decline of Western Civilization Part II: The Metal Years, The"
2743,3681,For a Few Dollars More (Per qualche dollaro in più)
2744,3682,Magnum Force
2745,3683,Blood Simple
2746,3684,"Fabulous Baker Boys, The"
2747,3685,Prizzi's Honor
2748,3686,Flatliners
