movieId,title,combined_features
2826,"13th Warrior, The",action adventure fantasy action adventure fantasy  
2827,"Astronaut's Wife, The",horror sci-fi thriller horror sci-fi thriller aliens 
2828,Dudley Do-Right,children comedy children comedy  
2829,"Muse, The",comedy comedy  
2835,Chill Factor,action adventure comedy thriller action adventure comedy thriller  
2836,Outside Providence,comedy comedy  
2837,Bedrooms & Hallways,comedy romance comedy romance  
2839,West Beirut (West Beyrouth),drama drama  
2840,Stigmata,drama thriller drama thriller  
2841,Stir of Echoes,horror mystery thriller horror mystery thriller  
2843,"Black Cat, White Cat (Crna macka, beli macor)",comedy romance comedy romance  
2844,"Minus Man, The",drama mystery drama mystery  
2846,"Adventures of Milo and Otis, The (Koneko monogatari)",adventure children comedy drama adventure children comedy drama  
2847,Only Angels Have Wings,adventure drama romance adventure drama romance  
2848,"Othello (Tragedy of Othello: The Moor of Venice, The)",drama drama  
2851,Saturn 3,adventure sci-fi thriller adventure sci-fi thriller  
2852,"Soldier's Story, A",drama drama  
2856,I Saw What You Did,thriller thriller  
2857,Yellow Submarine,adventure animation comedy fantasy musical adventure animation comedy fantasy musical  
2858,American Beauty,drama romance drama romance  
2859,Stop Making Sense,documentary musical documentary musical  
2860,Blue Streak,comedy comedy  
2861,For Love of the Game,comedy drama comedy drama  
2862,Caligula,drama drama  
2863,"Hard Day's Night, A",adventure comedy musical adventure comedy musical beatles 
2865,Sugar Town,comedy comedy  
2866,"Buddy Holly Story, The",drama drama  
2867,Fright Night,comedy horror thriller comedy horror thriller  
2868,Fright Night Part II,horror horror  
2870,Barefoot in the Park,comedy comedy  
2871,Deliverance,adventure drama thriller adventure drama thriller river 
2872,Excalibur,adventure fantasy adventure fantasy england king arthur 
2874,"Pajama Game, The",comedy musical romance comedy musical romance  
2875,Sommersby,drama mystery romance drama mystery romance  
2876,Thumbelina,animation children fantasy animation children fantasy  
2877,Tommy,musical musical  
2878,Hell Night,horror horror  
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),action adventure comedy action adventure comedy  
2880,Armour of God (Long xiong hu di),action adventure comedy action adventure comedy  
2881,Double Jeopardy,action crime drama thriller action crime drama thriller  
2882,Jakob the Liar,drama drama  
2883,Mumford,comedy drama comedy drama  
2884,Dog Park,comedy romance comedy romance  
2885,Guinevere,drama romance drama romance  
2886,"Adventures of Elmo in Grouchland, The",children comedy children comedy  
2887,Simon Sez,action comedy action comedy  
2888,Drive Me Crazy,comedy romance comedy romance  
2889,"Mystery, Alaska",comedy drama comedy drama  
2890,Three Kings,action adventure comedy drama war action adventure comedy drama war  
2891,"Happy, Texas",comedy comedy  
2892,New Rose Hotel,action drama action drama  
2893,Plunkett & MaCleane,action adventure drama action adventure drama  
2894,Romance,drama romance drama romance  
2896,Alvarez Kelly,western western  
2897,And the Ship Sails On (E la nave va),comedy war comedy war  
2898,"Dark Half, The",horror mystery horror mystery  
2899,Gulliver's Travels,adventure animation children adventure animation children  
2900,Monkey Shines,horror sci-fi horror sci-fi  
2901,Phantasm,horror sci-fi horror sci-fi  
2902,Psycho II,horror mystery thriller horror mystery thriller  
2903,Psycho III,horror thriller horror thriller  
2905,Sanjuro (Tsubaki Sanjûrô),action adventure drama action adventure drama in netflix queue 
2906,Random Hearts,drama romance drama romance  
2907,Superstar,comedy comedy  
2908,Boys Don't Cry,drama drama  
2912,"Limey, The",crime drama thriller crime drama thriller  
2915,Risky Business,comedy comedy prostitution 
2916,Total Recall,action adventure sci-fi thriller action adventure sci-fi thriller  
2917,Body Heat,crime thriller crime thriller  
2918,Ferris Bueller's Day Off,comedy comedy high school 
2919,"Year of Living Dangerously, The",drama romance war drama romance war academy award (best supporting actress) indonesia journalism 
2921,High Plains Drifter,western western  
2922,Hang 'Em High,crime drama western crime drama western  
2924,Drunken Master (Jui kuen),action comedy action comedy  
2925,"Conformist, The (Conformista, Il)",drama drama  
2926,Hairspray,comedy drama comedy drama  
2927,Brief Encounter,drama romance drama romance adultery 
2928,"Razor's Edge, The",drama drama  
2929,Reds,drama romance drama romance  
2930,Return with Honor,documentary documentary  
2931,Time of the Gypsies (Dom za vesanje),comedy crime drama fantasy comedy crime drama fantasy  
2932,Days of Heaven,drama drama  
2935,"Lady Eve, The",comedy romance comedy romance gambling 
2936,Sullivan's Travels,adventure comedy romance adventure comedy romance  
2937,"Palm Beach Story, The",comedy comedy screwball 
2939,Niagara,drama thriller drama thriller in netflix queue 
2940,Gilda,drama film-noir mystery romance drama film-noir mystery romance nightclub 
2941,South Pacific,musical romance war musical romance war island 
2942,Flashdance,drama romance drama romance  
2943,Indochine,drama romance drama romance vietnam 
2944,"Dirty Dozen, The",action drama war action drama war  
2946,Help!,comedy musical comedy musical  
2947,Goldfinger,action adventure thriller action adventure thriller  
2948,From Russia with Love,action adventure thriller action adventure thriller  
2949,Dr. No,action adventure thriller action adventure thriller  
2950,"Blue Lagoon, The",adventure drama romance adventure drama romance  
2951,"Fistful of Dollars, A (Per un pugno di dollari)",action western action western bad 
2952,Sydney (Hard Eight),crime drama thriller crime drama thriller gambling 
2953,Home Alone 2: Lost in New York,children comedy children comedy family funny macaulay culkin sequel 
2956,Someone to Watch Over Me,action crime thriller action crime thriller  
2959,Fight Club,action crime drama thriller action crime drama thriller dark comedy psychology thought-provoking twist ending dark comedy violence action atmospheric based on a book brad pitt challenging chuck palahniuk classic clever complicated consumerism crime dark dark comedy david fincher disturbing double life edward norton fighting great acting helena bonham carter imaginary friend imdb top 250 mental illness mind-blowing mindfuck narrated nudity (topless) palahnuik philosophical philosophy postmodern powerful ending psychological psychological thriller psychology quirky satirical schizophrenia social commentary societal criticism stylized surreal terrorism thought-provoking twist twist ending violence violent 
2961,"Story of Us, The",comedy drama comedy drama  
2962,Fever Pitch,comedy romance comedy romance  
2964,Julien Donkey-Boy,drama drama  
2965,"Omega Code, The",action action  
2966,"Straight Story, The",adventure drama adventure drama brothers lawn mower 
2967,"Bad Seed, The",drama thriller drama thriller evil children 
2968,Time Bandits,adventure comedy fantasy sci-fi adventure comedy fantasy sci-fi time travel 
2969,"Man and a Woman, A (Un homme et une femme)",drama romance drama romance  
2970,Fitzcarraldo,adventure drama adventure drama  
2971,All That Jazz,drama fantasy musical drama fantasy musical  
2972,Red Sorghum (Hong gao liang),drama war drama war  
2973,Crimes and Misdemeanors,comedy crime drama comedy crime drama  
2974,Bats,horror thriller horror thriller  
2975,"Best Man, The",comedy drama comedy drama  
2976,Bringing Out the Dead,drama drama  
2977,Crazy in Alabama,comedy drama comedy drama  
2978,Three to Tango,comedy romance comedy romance  
2979,Body Shots,drama drama  
2982,"Guardian, The",horror thriller horror thriller  
2983,"Ipcress File, The",thriller thriller  
2984,On Any Sunday,documentary documentary  
2985,RoboCop,action crime drama sci-fi thriller action crime drama sci-fi thriller  
2986,RoboCop 2,action crime sci-fi thriller action crime sci-fi thriller  
2987,Who Framed Roger Rabbit?,adventure animation children comedy crime fantasy mystery adventure animation children comedy crime fantasy mystery live action/animation 
2988,Melvin and Howard,drama drama  
2989,For Your Eyes Only,action adventure thriller action adventure thriller  
2990,Licence to Kill,action adventure thriller action adventure thriller  
2991,Live and Let Die,action adventure thriller action adventure thriller  
2992,Rawhead Rex,horror thriller horror thriller  
2993,Thunderball,action adventure thriller action adventure thriller  
2995,House on Haunted Hill,horror thriller horror thriller  
2996,Music of the Heart,drama drama  
2997,Being John Malkovich,comedy drama fantasy comedy drama fantasy  
3000,Princess Mononoke (Mononoke-hime),action adventure animation drama fantasy action adventure animation drama fantasy anime adventure atmospheric fantasy world studio ghibli surreal 
3002,My Best Fiend (Mein liebster Feind),documentary documentary  
3003,Train of Life (Train de vie),comedy drama romance war comedy drama romance war  
3004,"Bachelor, The",comedy romance comedy romance  
3005,"Bone Collector, The",thriller thriller  
3006,"Insider, The",drama thriller drama thriller tobacco true story 
3007,American Movie,documentary documentary in netflix queue 
3008,Last Night,drama sci-fi drama sci-fi  
3010,Rosetta,drama drama  
3011,"They Shoot Horses, Don't They?",drama drama dance marathon 
3013,Bride of Re-Animator,comedy horror comedy horror  
3014,Bustin' Loose,comedy comedy  
3015,Coma,thriller thriller  
3016,Creepshow,horror horror  
3017,Creepshow 2,horror horror  
3018,Re-Animator,comedy horror sci-fi comedy horror sci-fi  
3019,Drugstore Cowboy,crime drama crime drama  
3020,Falling Down,action drama action drama  
3021,"Funhouse, The",horror horror  
3022,"General, The",comedy war comedy war  
3024,Piranha,horror sci-fi horror sci-fi  
3028,"Taming of the Shrew, The",comedy comedy shakespeare 
3029,Nighthawks,action drama action drama  
3030,Yojimbo,action adventure action adventure samurai 
3031,Repossessed,comedy comedy  
3032,"Omega Man, The",action drama sci-fi thriller action drama sci-fi thriller  
3033,Spaceballs,comedy sci-fi comedy sci-fi  
3034,Robin Hood,adventure animation children comedy musical adventure animation children comedy musical  
3035,Mister Roberts,comedy drama war comedy drama war  
3036,"Quest for Fire (Guerre du feu, La)",adventure drama adventure drama  
3037,Little Big Man,western western  
3038,"Face in the Crowd, A",drama drama  
3039,Trading Places,comedy comedy class dan aykroyd 
3040,Meatballs,comedy comedy camp 
3041,Meatballs Part II,comedy comedy  
3042,Meatballs III,comedy comedy  
3043,Meatballs 4,comedy comedy  
3044,Dead Again,mystery romance thriller mystery romance thriller memory music 
3045,Peter's Friends,comedy drama comedy drama  
3046,"Incredibly True Adventure of Two Girls in Love, The",comedy romance comedy romance  
3048,Under the Rainbow,comedy comedy  
3051,Anywhere But Here,comedy drama comedy drama  
3052,Dogma,adventure comedy fantasy adventure comedy fantasy irreverent jay and silent bob kevin smith satire religion 
3053,"Messenger: The Story of Joan of Arc, The",drama war drama war  
3054,Pokémon: The First Movie,adventure animation children fantasy sci-fi adventure animation children fantasy sci-fi  
3055,Felicia's Journey,thriller thriller  
3056,Oxygen,crime drama thriller crime drama thriller  
3057,Where's Marlowe?,comedy comedy  
3060,"Commitments, The",comedy drama musical comedy drama musical in netflix queue 
3061,Holiday Inn,comedy musical comedy musical  
3062,"Longest Day, The",action drama war action drama war  
3063,Poison Ivy,drama thriller drama thriller  
3064,Poison Ivy: New Seduction,drama thriller drama thriller  
3066,Tora! Tora! Tora!,action drama war action drama war  
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),comedy drama comedy drama  
3068,"Verdict, The",drama mystery drama mystery  
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",adventure comedy sci-fi adventure comedy sci-fi  
3071,Stand and Deliver,comedy drama comedy drama high school 
3072,Moonstruck,comedy romance comedy romance new york 
3073,"Sandpiper, The",drama romance drama romance  
3074,Jeremiah Johnson,western western  
3075,Repulsion,drama horror drama horror  
3076,Irma la Douce,comedy comedy  
3077,42 Up,documentary documentary in netflix queue up series 
3078,Liberty Heights,drama drama  
3079,Mansfield Park,comedy drama romance comedy drama romance  
3081,Sleepy Hollow,fantasy horror mystery romance fantasy horror mystery romance ichabod crane 
3082,"World Is Not Enough, The",action adventure thriller action adventure thriller  
3083,All About My Mother (Todo sobre mi madre),drama drama  
3086,Babes in Toyland,children comedy fantasy musical children comedy fantasy musical  
3087,Scrooged,comedy fantasy romance comedy fantasy romance christmas new york 
3088,Harvey,comedy fantasy comedy fantasy  
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),drama drama  
3090,Matewan,drama drama  
3091,Kagemusha,drama war drama war  
3093,McCabe & Mrs. Miller,drama western drama western  
3094,Maurice,drama romance drama romance  
3095,"Grapes of Wrath, The",drama drama depression dust bowl 
3096,My Man Godfrey,comedy comedy  
3097,"Shop Around the Corner, The",comedy drama romance comedy drama romance remade 
3098,"Natural, The",drama drama baseball sports 
3099,Shampoo,comedy drama romance comedy drama romance  
3100,"River Runs Through It, A",drama drama  
3101,Fatal Attraction,drama thriller drama thriller adultery 
3102,Jagged Edge,crime romance thriller crime romance thriller  
3103,Stanley & Iris,drama romance drama romance  
3104,Midnight Run,action comedy crime thriller action comedy crime thriller  
3105,Awakenings,drama mystery drama mystery  
3106,Come See the Paradise,drama romance drama romance  
3107,Backdraft,action drama action drama  
3108,"Fisher King, The",comedy drama fantasy romance comedy drama fantasy romance homeless 
3109,"River, The",drama drama  
3111,Places in the Heart,drama drama racism 
3112,'night Mother,drama drama  
3113,End of Days,action fantasy horror mystery thriller action fantasy horror mystery thriller  
3114,Toy Story 2,adventure animation children comedy fantasy adventure animation children comedy fantasy animation disney funny original pixar sequel tom hanks pixar 
3115,Flawless,drama drama men in drag 
3117,Ride with the Devil,drama romance war drama romance war  
3120,"Distinguished Gentleman, The",comedy comedy  
3125,"End of the Affair, The",drama drama graham greene 
3127,Holy Smoke,comedy drama comedy drama  
3129,Sweet and Lowdown,comedy drama comedy drama  
3130,Bonfire of the Vanities,comedy crime drama comedy crime drama  
3132,Daddy Long Legs,comedy drama comedy drama  
3134,Grand Illusion (La grande illusion),drama war drama war downbeat poignant 
3135,"Great Santini, The",drama drama fatherhood 
3138,Stealing Home,drama drama  
3141,"Two Jakes, The",drama drama  
3142,U2: Rattle and Hum,documentary musical documentary musical  
3143,Hell in the Pacific,drama war drama war  
3145,Cradle Will Rock,drama drama  
3146,Deuce Bigalow: Male Gigolo,comedy comedy  
3147,"Green Mile, The",crime drama crime drama stephen king 
3148,"Cider House Rules, The",drama drama  
3150,"War Zone, The",drama thriller drama thriller  
3152,"Last Picture Show, The",drama drama black-and-white 
3153,"7th Voyage of Sinbad, The",action adventure fantasy action adventure fantasy  
3155,Anna and the King,drama romance drama romance  
3156,Bicentennial Man,drama romance sci-fi drama romance sci-fi  
3157,Stuart Little,children comedy fantasy children comedy fantasy  
3158,"Emperor and the Assassin, The (Jing ke ci qin wang)",drama drama  
3159,Fantasia 2000,animation children musical imax animation children musical imax  
3160,Magnolia,drama drama l.a. 
3161,Onegin,drama romance drama romance  
3162,Simpatico,comedy drama comedy drama  
3163,Topsy-Turvy,comedy drama musical comedy drama musical  
3165,Boiling Point,action drama action drama  
3167,Carnal Knowledge,comedy drama comedy drama  
3168,Easy Rider,adventure drama adventure drama  
3169,The Falcon and the Snowman,crime drama thriller crime drama thriller  
3171,Room at the Top,drama drama  
3173,Any Given Sunday,drama drama  
3174,Man on the Moon,comedy drama comedy drama andy kaufman 
3175,Galaxy Quest,adventure comedy sci-fi adventure comedy sci-fi spoof 
3176,"Talented Mr. Ripley, The",drama mystery thriller drama mystery thriller based on a book creepy disturbing jude law murder obsession psychology secrets serial killer suspense europe murder 
3177,Next Friday,comedy comedy  
3178,"Hurricane, The",drama drama boxing 
3179,Angela's Ashes,drama drama  
3181,Titus,drama drama shakespeare 
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",documentary documentary  
3183,"Third Miracle, The",drama drama  
3185,Snow Falling on Cedars,drama drama  
3186,"Girl, Interrupted",drama drama asylum based on a true story brittany murphy mental hospital psychology winona ryder 
3189,My Dog Skip,children drama children drama  
3190,Supernova,adventure sci-fi thriller adventure sci-fi thriller  
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",drama drama in netflix queue 
3194,"Way We Were, The",drama romance drama romance  
3196,Stalag 17,drama war drama war  
3197,"Presidio, The",action crime romance thriller action crime romance thriller  
3198,Papillon,crime drama crime drama  
3200,"Last Detail, The",comedy drama comedy drama  
3201,Five Easy Pieces,drama drama  
3203,Dead Calm,thriller thriller  
3204,"Boys from Brazil, The",action mystery thriller action mystery thriller  
3206,Against All Odds,romance romance  
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),action comedy action comedy  
3210,Fast Times at Ridgemont High,comedy drama romance comedy drama romance high school 
3211,"Cry in the Dark, A",drama drama a dingo ate my baby australia 
3213,Batman: Mask of the Phantasm,animation children animation children  
3214,American Flyers,drama drama  
3217,"Star Is Born, A",drama drama  
3219,Pacific Heights,mystery thriller mystery thriller  
3221,"Draughtsman's Contract, The",drama drama  
3223,"Zed & Two Noughts, A",drama drama  
3224,Woman in the Dunes (Suna no onna),drama drama  
3225,Down to You,comedy romance comedy romance  
3230,"Odessa File, The",thriller thriller  
3235,Where the Buffalo Roam,comedy comedy  
3238,Eye of the Beholder,thriller thriller  
3240,"Big Tease, The",comedy comedy  
3241,"Cup, The (Phörpa)",comedy comedy  
3243,Encino Man,comedy comedy  
3244,"Goodbye Girl, The",comedy romance comedy romance  
3246,Malcolm X,drama drama  
3247,Sister Act,comedy crime comedy crime nuns 
3248,Sister Act 2: Back in the Habit,comedy comedy  
3249,"Hand That Rocks the Cradle, The",drama thriller drama thriller  
3250,Alive,drama drama in netflix queue 
3251,Agnes of God,drama mystery drama mystery  
3252,Scent of a Woman,drama drama  
3253,Wayne's World,comedy comedy  
3254,Wayne's World 2,comedy comedy  
3255,"League of Their Own, A",comedy drama comedy drama  
3256,Patriot Games,action crime drama thriller action crime drama thriller  
3257,"Bodyguard, The",drama romance thriller drama romance thriller  
3258,Death Becomes Her,comedy fantasy comedy fantasy plastic surgery 
3259,Far and Away,adventure drama romance adventure drama romance ireland 
3260,Howards End,drama drama e.m. forster 
3261,Singles,comedy drama romance comedy drama romance  
3262,Twin Peaks: Fire Walk with Me,crime drama mystery thriller crime drama mystery thriller  
3263,White Men Can't Jump,comedy drama comedy drama basketball 
3264,Buffy the Vampire Slayer,action comedy horror action comedy horror  
3265,Hard-Boiled (Lat sau san taam),action crime drama thriller action crime drama thriller gun fu heroic bloodshed 
3266,Man Bites Dog (C'est arrivé près de chez vous),comedy crime drama thriller comedy crime drama thriller black comedy crazy dark dark comedy dark humor serial killer 
3267,"Mariachi, El",action crime thriller western action crime thriller western  
3268,Stop! Or My Mom Will Shoot,action comedy action comedy  
3269,Forever Young,drama romance sci-fi drama romance sci-fi  
3270,"Cutting Edge, The",comedy drama romance comedy drama romance figure skating 
3271,Of Mice and Men,drama drama  
3272,Bad Lieutenant,crime drama crime drama  
3273,Scream 3,comedy horror mystery thriller comedy horror mystery thriller slasher spoof 
3274,Single White Female,drama thriller drama thriller  
3275,"Boondock Saints, The",action crime drama thriller action crime drama thriller  
3276,Gun Shy,comedy comedy  
3280,"Baby, The",horror horror  
3281,"Brandon Teena Story, The",documentary documentary sexuality 
3283,Minnie and Moskowitz,action action  
3284,They Might Be Giants,comedy mystery romance comedy mystery romance  
3285,"Beach, The",adventure drama adventure drama  
3286,Snow Day,comedy comedy  
3287,"Tigger Movie, The",animation children animation children  
3289,Not One Less (Yi ge dou bu neng shao),drama drama  
3294,Eaten Alive,horror horror  
3295,Raining Stones,drama drama  
3296,To Sir with Love,drama drama  
3298,Boiler Room,crime drama thriller crime drama thriller  
3299,Hanging Up,comedy drama comedy drama  
3300,Pitch Black,horror sci-fi thriller horror sci-fi thriller  
3301,"Whole Nine Yards, The",comedy crime comedy crime  
3302,Beautiful People,comedy comedy  
3303,Black Tar Heroin: The Dark End of the Street,documentary documentary  
3306,"Circus, The",comedy comedy big top circus 
3307,City Lights,comedy drama romance comedy drama romance blind 
3308,"Flamingo Kid, The",comedy drama comedy drama  
3310,"Kid, The",comedy drama comedy drama orphans 
3313,Class Reunion,comedy comedy  
3315,Happy Go Lovely,musical musical  
3316,Reindeer Games,action thriller action thriller  
3317,Wonder Boys,comedy drama comedy drama writing 
3323,Chain of Fools,comedy crime comedy crime  
3324,Drowning Mona,comedy comedy  
3325,"Next Best Thing, The",comedy drama comedy drama  
3326,What Planet Are You From?,comedy sci-fi comedy sci-fi  
3327,Beyond the Mat,documentary documentary  
3328,Ghost Dog: The Way of the Samurai,crime drama crime drama  
3329,The Year My Voice Broke,drama romance drama romance  
3330,Splendor in the Grass,drama romance drama romance adolescence sexuality 
3331,My Tutor,drama drama  
3334,Key Largo,crime drama film-noir thriller crime drama film-noir thriller  
3338,For All Mankind,documentary documentary in netflix queue 
3341,Born Yesterday,comedy comedy remade 
3342,Birdy,drama war drama war  
3344,Blood Feast,horror horror  
3345,"Charlie, the Lonesome Cougar",adventure children adventure children  
3347,Never Cry Wolf,adventure drama adventure drama  
3350,"Raisin in the Sun, A",drama drama  
3353,"Closer You Get, The",comedy romance comedy romance  
3354,Mission to Mars,sci-fi sci-fi  
3355,"Ninth Gate, The",fantasy horror mystery thriller fantasy horror mystery thriller  
3357,East-West (Est-ouest),drama romance drama romance  
3358,Defending Your Life,comedy drama fantasy romance comedy drama fantasy romance  
3359,Breaking Away,comedy drama comedy drama  
3360,Hoosiers (a.k.a. Best Shot),drama romance drama romance basketball 
3361,Bull Durham,comedy drama romance comedy drama romance  
3362,Dog Day Afternoon,crime drama crime drama  
3363,American Graffiti,comedy drama comedy drama  
3364,"Asphalt Jungle, The",crime film-noir crime film-noir  
3365,"Searchers, The",drama western drama western  
3368,"Big Country, The",romance western romance western  
3370,Betrayed,drama thriller drama thriller  
3372,"Bridge at Remagen, The",action war action war  
3374,Daughters of the Dust,drama drama  
3378,"Ogre, The (Unhold, Der)",drama drama  
3379,On the Beach,drama drama  
3384,"Taking of Pelham One Two Three, The",action crime action crime subway 
3385,Volunteers,comedy comedy peace corp 
3386,JFK,drama mystery thriller drama mystery thriller politics president 
3387,Who's Harry Crumb?,comedy mystery comedy mystery  
3388,Harry and the Hendersons,children comedy children comedy  
3389,Let's Get Harry,action adventure action adventure  
3390,Shanghai Surprise,adventure crime drama romance adventure crime drama romance  
3391,Who's That Girl?,comedy comedy  
3392,She-Devil,comedy comedy  
3393,Date with an Angel,comedy fantasy romance comedy fantasy romance  
3394,Blind Date,comedy romance comedy romance  
3395,Nadine,comedy comedy  
3396,"Muppet Movie, The",adventure children comedy musical adventure children comedy musical  
3397,"Great Muppet Caper, The",children comedy children comedy  
3398,"Muppets Take Manhattan, The",children comedy musical children comedy musical  
3400,We're Back! A Dinosaur's Story,adventure animation children fantasy adventure animation children fantasy  
3401,Baby... Secret of the Lost Legend,adventure sci-fi adventure sci-fi  
3402,Turtle Diary,comedy drama romance comedy drama romance  
3403,Raise the Titanic,drama thriller drama thriller  
3404,Titanic,action drama action drama  
3405,"Night to Remember, A",action drama action drama  
3406,Captain Horatio Hornblower R.N.,action adventure drama war action adventure drama war  
3408,Erin Brockovich,drama drama scandal true story 
3409,Final Destination,drama thriller drama thriller  
3410,Soft Fruit,comedy drama comedy drama  
3412,"Bear, The (Ours, L')",adventure children drama adventure children drama  
3414,Love Is a Many-Splendored Thing,drama romance war drama romance war  
3415,"Mirror, The (Zerkalo)",drama drama  
3417,"Crimson Pirate, The",adventure comedy adventure comedy  
3418,Thelma & Louise,adventure crime drama adventure crime drama  
3420,...And Justice for All,drama thriller drama thriller lawyers 
3421,Animal House,comedy comedy college toga 
3422,She's Gotta Have It,comedy romance comedy romance  
3423,School Daze,drama drama  
3424,Do the Right Thing,drama drama racism great cinematography 
3425,Mo' Better Blues,drama musical drama musical  
3426,Jungle Fever,drama romance drama romance  
3428,"Champ, The",drama drama  
3429,Creature Comforts,animation comedy animation comedy aardman 
3430,Death Wish,action crime drama action crime drama  
3431,Death Wish 2,action drama action drama  
3432,Death Wish 3,action drama action drama  
3433,Death Wish 4: The Crackdown,action drama action drama  
3434,Death Wish 5: The Face of Death,action drama action drama  
3435,Double Indemnity,crime drama film-noir crime drama film-noir insurance 
3436,Dying Young,drama romance drama romance  
3438,Teenage Mutant Ninja Turtles,action children comedy fantasy sci-fi action children comedy fantasy sci-fi  
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,action children fantasy action children fantasy  
3440,Teenage Mutant Ninja Turtles III,action adventure children comedy fantasy action adventure children comedy fantasy  
3441,Red Dawn,action drama war action drama war  
3442,Band of the Hand,action crime drama action crime drama  
3444,Bloodsport,action action  
3445,Eyes of Laura Mars,mystery thriller mystery thriller  
3446,Funny Bones,comedy drama comedy drama  
3447,"Good Earth, The",drama drama pearl s buck 
3448,"Good Morning, Vietnam",comedy drama war comedy drama war  
3449,"Good Mother, The",drama drama  
3450,Grumpy Old Men,comedy comedy  
3451,Guess Who's Coming to Dinner,drama drama hepburn and tracy interracial marriage prejudice racism 
3452,Romeo Must Die,action crime romance thriller action crime romance thriller  
3453,Here on Earth,drama romance drama romance  
3454,Whatever It Takes,comedy romance comedy romance  
3455,Buddy Boy,drama thriller drama thriller  
3456,"Color of Paradise, The (Rang-e khoda)",drama drama in netflix queue 
3459,Gothic,drama horror drama horror  
3461,Lord of the Flies,adventure drama thriller adventure drama thriller island 
3462,Modern Times,comedy drama romance comedy drama romance factory 
3466,Heart and Souls,comedy fantasy comedy fantasy  
3467,Hud,drama western drama western  
3468,"Hustler, The",drama drama pool 
3469,Inherit the Wind,drama drama court evolution religion 
3470,Dersu Uzala,adventure drama adventure drama  
3471,Close Encounters of the Third Kind,adventure drama sci-fi adventure drama sci-fi  
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),comedy comedy  
3474,Retroactive,sci-fi thriller sci-fi thriller  
3475,"Place in the Sun, A",drama romance drama romance class 
3476,Jacob's Ladder,horror mystery horror mystery  
3477,Empire Records,comedy drama comedy drama  
3478,"Bamba, La",drama drama  
3479,Ladyhawke,adventure fantasy romance adventure fantasy romance  
3480,Lucas,drama romance drama romance  
3481,High Fidelity,comedy drama romance comedy drama romance music nick hornby 
3483,"Road to El Dorado, The",animation children animation children  
3484,"Skulls, The",thriller thriller  
3489,Hook,adventure comedy fantasy adventure comedy fantasy peter pan 
3492,"Son of the Sheik, The",adventure comedy romance adventure comedy romance  
3494,True Grit,adventure drama western adventure drama western  
3496,Madame Sousatzka,drama drama  
3497,Max Dugan Returns,comedy comedy  
3498,Midnight Express,drama drama in netflix queue 
3499,Misery,drama horror thriller drama horror thriller claustrophobic horror scary stephen king suspenseful tense thriller 
3500,Mr. Saturday Night,comedy drama comedy drama  
3501,Murphy's Romance,comedy romance comedy romance  
3502,My Life,drama drama death 
3503,Solaris (Solyaris),drama mystery sci-fi drama mystery sci-fi  
3504,Network,comedy drama comedy drama journalism 
3505,No Way Out,drama mystery thriller drama mystery thriller  
3506,North Dallas Forty,comedy drama comedy drama  
3507,"Odd Couple, The",comedy comedy in netflix queue 
3508,"Outlaw Josey Wales, The",action adventure drama thriller western action adventure drama thriller western  
3510,Frequency,drama thriller drama thriller  
3511,Ready to Rumble,comedy comedy  
3512,Return to Me,drama romance drama romance transplants 
3513,Rules of Engagement,drama thriller drama thriller  
3514,Joe Gould's Secret,drama drama  
3515,Me Myself I,comedy romance comedy romance alternate endings 
3516,"Bell, Book and Candle",comedy fantasy romance comedy fantasy romance  
3519,Force 10 from Navarone,action drama war action drama war  
3521,Mystery Train,comedy drama comedy drama  
3524,Arthur,comedy romance comedy romance  
3525,Bachelor Party,comedy comedy  
3526,Parenthood,comedy drama comedy drama families 
3527,Predator,action sci-fi thriller action sci-fi thriller aliens sci-fi scifi cult aliens arnold schwarzenegger dialogue guns jesse ventura macho sci-fi scifi cult 
3528,"Prince of Tides, The",drama romance drama romance psychiatrist 
3529,"Postman Always Rings Twice, The",crime thriller crime thriller  
3531,All the Vermeers in New York,comedy drama romance comedy drama romance  
3534,28 Days,drama drama  
3535,American Psycho,crime horror mystery thriller crime horror mystery thriller  
3536,Keeping the Faith,comedy drama romance comedy drama romance priest rabbi 
3537,Where the Money Is,comedy drama comedy drama  
3538,East is East,comedy comedy  
3539,"Filth and the Fury, The",documentary documentary  
3543,Diner,comedy drama comedy drama  
3544,Shakes the Clown,comedy comedy  
3545,Cabaret,drama musical drama musical  
3546,What Ever Happened to Baby Jane?,drama horror thriller drama horror thriller show business 
3548,Auntie Mame,comedy drama comedy drama 1920s 
3549,Guys and Dolls,comedy musical romance comedy musical romance gambling 
3550,The Hunger,horror horror  
3551,Marathon Man,crime drama thriller crime drama thriller  
3552,Caddyshack,comedy comedy golf 
3553,Gossip,drama thriller drama thriller  
